answer	path	n
arbor	[('soare', '01110', 27), ('maron', '01120', 4), ('abaca', '21000', 1), ('arbor', '22222', 1)]	4
gayly	[('soare', '00100', 138), ('clint', '01000', 12), ('dampy', '02002', 1), ('gayly', '22222', 1)]	4
musky	[('soare', '10000', 33), ('hists', '00200', 2), ('aahed', '00000', 1), ('musky', '22222', 1)]	4
stain	[('soare', '20200', 41), ('thilk', '10100', 2), ('aahed', '10000', 1), ('stain', '22222', 1)]	4
dally	[('soare', '00100', 138), ('clint', '01000', 12), ('dampy', '22002', 1), ('dally', '22222', 1)]	4
bless	[('soare', '10001', 19), ('uneth', '00200', 1), ('bless', '22222', 1)]	3
bravo	[('soare', '01210', 1), ('bravo', '22222', 1)]	2
stung	[('soare', '20000', 63), ('thilk', '10000', 5), ('grypt', '10001', 1), ('stung', '22222', 1)]	4
title	[('soare', '00002', 79), ('guilt', '00121', 1), ('title', '22222', 1)]	3
ruler	[('soare', '00011', 117), ('direr', '00122', 4), ('abele', '00110', 1), ('ruler', '22222', 1)]	4
kiosk	[('soare', '11000', 7), ('agloo', '00010', 1), ('kiosk', '22222', 1)]	3
blond	[('soare', '01000', 56), ('clint', '02020', 1), ('blond', '22222', 1)]	3
ennui	[('soare', '00001', 120), ('denet', '01200', 1), ('ennui', '22222', 1)]	3
layer	[('soare', '00111', 61), ('talar', '02102', 2), ('aargh', '02100', 1), ('layer', '22222', 1)]	4
fluid	[('soare', '00000', 183), ('clint', '02100', 1), ('fluid', '22222', 1)]	3
tatty	[('soare', '00100', 138), ('clint', '00001', 7), ('flubs', '00000', 2), ('abamp', '10000', 1), ('tatty', '22222', 1)]	5
score	[('soare', '21022', 6), ('cwtch', '10000', 1), ('score', '22222', 1)]	3
cutie	[('soare', '00002', 79), ('guilt', '02101', 1), ('cutie', '22222', 1)]	3
zebra	[('soare', '00121', 5), ('altho', '10000', 1), ('zebra', '22222', 1)]	3
barge	[('soare', '00112', 7), ('barca', '22200', 1), ('barge', '22222', 1)]	3
matey	[('soare', '00101', 68), ('canal', '02000', 1), ('matey', '22222', 1)]	3
bluer	[('soare', '00011', 117), ('direr', '00022', 21), ('butyl', '21001', 1), ('bluer', '22222', 1)]	4
aider	[('soare', '00111', 61), ('talar', '01002', 3), ('abaci', '20001', 1), ('aider', '22222', 1)]	4
shook	[('soare', '21000', 37), ('cloot', '00220', 7), ('knosp', '10210', 1), ('shook', '22222', 1)]	4
river	[('soare', '00011', 117), ('direr', '02122', 2), ('abamp', '00000', 1), ('river', '22222', 1)]	4
privy	[('soare', '00010', 57), ('glint', '00200', 5), ('bacca', '00000', 1), ('privy', '22222', 1)]	4
betel	[('soare', '00001', 120), ('denet', '02021', 1), ('betel', '22222', 1)]	3
frisk	[('soare', '10010', 16), ('cruft', '02010', 1), ('frisk', '22222', 1)]	3
bongo	[('soare', '02000', 87), ('culty', '00000', 3), ('aband', '01010', 1), ('bongo', '22222', 1)]	4
begun	[('soare', '00001', 120), ('denet', '02100', 6), ('abrin', '01002', 1), ('begun', '22222', 1)]	4
azure	[('soare', '00122', 2), ('aalii', '20000', 1), ('azure', '22222', 1)]	3
weave	[('soare', '00202', 28), ('glitz', '00000', 8), ('cawks', '01100', 1), ('weave', '22222', 1)]	4
genie	[('soare', '00002', 79), ('guilt', '20100', 1), ('genie', '22222', 1)]	3
sound	[('soare', '22000', 7), ('atony', '00120', 1), ('sound', '22222', 1)]	3
glove	[('soare', '01002', 20), ('pling', '02001', 2), ('abaca', '00000', 1), ('glove', '22222', 1)]	4
braid	[('soare', '00210', 40), ('clint', '00100', 1), ('braid', '22222', 1)]	3
scope	[('soare', '21002', 12), ('knelt', '00100', 2), ('aahed', '00010', 1), ('scope', '22222', 1)]	4
wryly	[('soare', '00010', 57), ('glint', '01000', 5), ('bardy', '00102', 1), ('wryly', '22222', 1)]	4
rover	[('soare', '02011', 22), ('rewth', '21000', 3), ('advew', '00220', 1), ('rover', '22222', 1)]	4
assay	[('soare', '10100', 23), ('linty', '00002', 2), ('aahed', '21000', 1), ('assay', '22222', 1)]	4
ocean	[('soare', '01101', 4), ('abcee', '10110', 1), ('ocean', '22222', 1)]	3
bloom	[('soare', '01000', 56), ('clint', '02000', 4), ('abamp', '01010', 1), ('bloom', '22222', 1)]	4
irate	[('soare', '00212', 19), ('diact', '01201', 1), ('irate', '22222', 1)]	3
later	[('soare', '00111', 61), ('talar', '12102', 1), ('later', '22222', 1)]	3
woken	[('soare', '02001', 26), ('meynt', '01010', 5), ('navew', '10021', 1), ('woken', '22222', 1)]	4
silky	[('soare', '20000', 63), ('thilk', '00111', 1), ('silky', '22222', 1)]	3
wreck	[('soare', '00011', 117), ('direr', '00110', 8), ('becke', '01110', 1), ('wreck', '22222', 1)]	4
dwelt	[('soare', '00001', 120), ('denet', '21002', 1), ('dwelt', '22222', 1)]	3
slate	[('soare', '20202', 19), ('thilk', '10010', 1), ('slate', '22222', 1)]	3
smack	[('soare', '20200', 41), ('thilk', '00002', 3), ('abamp', '00210', 1), ('smack', '22222', 1)]	4
solid	[('soare', '22000', 7), ('atony', '00100', 1), ('solid', '22222', 1)]	3
amaze	[('soare', '00202', 28), ('glitz', '00001', 1), ('amaze', '22222', 1)]	3
hazel	[('soare', '00101', 68), ('canal', '02002', 5), ('baghs', '02010', 1), ('hazel', '22222', 1)]	4
wrist	[('soare', '10010', 16), ('cruft', '02002', 2), ('aalii', '00010', 1), ('wrist', '22222', 1)]	4
jolly	[('soare', '02000', 87), ('culty', '00202', 6), ('defog', '00010', 2), ('aahed', '00000', 1), ('jolly', '22222', 1)]	5
globe	[('soare', '01002', 20), ('pling', '02001', 2), ('abaca', '01000', 1), ('globe', '22222', 1)]	4
flint	[('soare', '00000', 183), ('clint', '02222', 2), ('aargh', '00000', 1), ('flint', '22222', 1)]	4
rouse	[('soare', '12012', 3), ('aargh', '00100', 1), ('rouse', '22222', 1)]	3
civil	[('soare', '00000', 183), ('clint', '21100', 1), ('civil', '22222', 1)]	3
vista	[('soare', '10100', 23), ('linty', '02020', 1), ('vista', '22222', 1)]	3
relax	[('soare', '00111', 61), ('talar', '00221', 2), ('abaya', '10000', 1), ('relax', '22222', 1)]	4
cover	[('soare', '02011', 22), ('rewth', '11000', 9), ('clonk', '20100', 2), ('aargh', '00100', 1), ('cover', '22222', 1)]	5
alive	[('soare', '00102', 40), ('gault', '01010', 2), ('abaka', '20000', 1), ('alive', '22222', 1)]	4
beech	[('soare', '00001', 120), ('denet', '02010', 4), ('abaca', '01020', 1), ('beech', '22222', 1)]	4
jetty	[('soare', '00001', 120), ('denet', '02001', 5), ('aleph', '00100', 1), ('jetty', '22222', 1)]	4
bliss	[('soare', '10000', 33), ('hists', '01102', 1), ('bliss', '22222', 1)]	3
vocal	[('soare', '02100', 21), ('liman', '10020', 3), ('abaft', '10000', 1), ('vocal', '22222', 1)]	4
often	[('soare', '01001', 25), ('lento', '01111', 1), ('often', '22222', 1)]	3
dolly	[('soare', '02000', 87), ('culty', '00202', 6), ('defog', '20010', 1), ('dolly', '22222', 1)]	4
eight	[('soare', '00001', 120), ('denet', '01002', 5), ('agila', '01100', 1), ('eight', '22222', 1)]	4
joker	[('soare', '02011', 22), ('rewth', '11000', 9), ('clonk', '00101', 2), ('abamp', '00000', 1), ('joker', '22222', 1)]	5
since	[('soare', '20002', 23), ('pling', '00110', 1), ('since', '22222', 1)]	3
event	[('soare', '00001', 120), ('denet', '01112', 1), ('event', '22222', 1)]	3
ensue	[('soare', '10002', 8), ('cunit', '01100', 1), ('ensue', '22222', 1)]	3
shunt	[('soare', '20000', 63), ('thilk', '12000', 1), ('shunt', '22222', 1)]	3
diver	[('soare', '00011', 117), ('direr', '22022', 2), ('aband', '00001', 1), ('diver', '22222', 1)]	4
poser	[('soare', '12011', 2), ('aalii', '00000', 1), ('poser', '22222', 1)]	3
worst	[('soare', '12010', 4), ('aloos', '00101', 1), ('worst', '22222', 1)]	3
sweep	[('soare', '20001', 35), ('clipt', '00010', 4), ('aahed', '00020', 1), ('sweep', '22222', 1)]	4
alley	[('soare', '00101', 68), ('canal', '01001', 4), ('aahed', '20020', 1), ('alley', '22222', 1)]	4
creed	[('soare', '00011', 117), ('direr', '10120', 4), ('befog', '01000', 1), ('creed', '22222', 1)]	4
anime	[('soare', '00102', 40), ('gault', '01000', 2), ('aahed', '20010', 1), ('anime', '22222', 1)]	4
leafy	[('soare', '00201', 21), ('depth', '02000', 3), ('afald', '01210', 1), ('leafy', '22222', 1)]	4
bosom	[('soare', '12000', 15), ('fubsy', '00110', 1), ('bosom', '22222', 1)]	3
dunce	[('soare', '00002', 79), ('guilt', '02000', 2), ('aahed', '00011', 1), ('dunce', '22222', 1)]	4
stare	[('soare', '20222', 5), ('chapt', '00201', 1), ('stare', '22222', 1)]	3
pudgy	[('soare', '00000', 183), ('clint', '00000', 15), ('gimpy', '10012', 1), ('pudgy', '22222', 1)]	4
waive	[('soare', '00102', 40), ('gault', '02000', 7), ('amnic', '10010', 1), ('waive', '22222', 1)]	4
choir	[('soare', '01010', 59), ('cutin', '20020', 1), ('choir', '22222', 1)]	3
stood	[('soare', '21000', 37), ('cloot', '00221', 2), ('aahed', '00002', 1), ('stood', '22222', 1)]	4
spoke	[('soare', '21002', 12), ('knelt', '10100', 2), ('abamp', '00001', 1), ('spoke', '22222', 1)]	4
outgo	[('soare', '01000', 56), ('clint', '00001', 4), ('aargh', '00020', 1), ('outgo', '22222', 1)]	4
delay	[('soare', '00101', 68), ('canal', '00021', 6), ('bated', '01011', 1), ('delay', '22222', 1)]	4
bilge	[('soare', '00002', 79), ('guilt', '10110', 2), ('aalii', '00210', 1), ('bilge', '22222', 1)]	4
ideal	[('soare', '00101', 68), ('canal', '00022', 8), ('dempt', '11000', 1), ('ideal', '22222', 1)]	4
clasp	[('soare', '10200', 14), ('chals', '20211', 1), ('clasp', '22222', 1)]	3
seize	[('soare', '20002', 23), ('pling', '00200', 3), ('abuts', '00001', 1), ('seize', '22222', 1)]	4
hotly	[('soare', '02000', 87), ('culty', '00112', 1), ('hotly', '22222', 1)]	3
laugh	[('soare', '00100', 138), ('clint', '01000', 12), ('dampy', '02000', 1), ('laugh', '22222', 1)]	4
sieve	[('soare', '20002', 23), ('pling', '00100', 1), ('sieve', '22222', 1)]	3
block	[('soare', '01000', 56), ('clint', '12000', 2), ('abaca', '01020', 1), ('block', '22222', 1)]	4
meant	[('soare', '00201', 21), ('depth', '02010', 2), ('aalii', '10000', 1), ('meant', '22222', 1)]	4
grape	[('soare', '00212', 19), ('diact', '00200', 6), ('abamp', '00201', 1), ('grape', '22222', 1)]	4
noose	[('soare', '12002', 11), ('pilum', '00000', 2), ('aargh', '00000', 1), ('noose', '22222', 1)]	4
hardy	[('soare', '00110', 42), ('riyal', '10110', 5), ('apted', '10001', 1), ('hardy', '22222', 1)]	4
shied	[('soare', '20001', 35), ('clipt', '00200', 1), ('shied', '22222', 1)]	3
drawl	[('soare', '00210', 40), ('clint', '01000', 2), ('aahed', '10001', 1), ('drawl', '22222', 1)]	4
daisy	[('soare', '10100', 23), ('linty', '01002', 1), ('daisy', '22222', 1)]	3
putty	[('soare', '00000', 183), ('clint', '00001', 3), ('abamp', '00001', 1), ('putty', '22222', 1)]	4
strut	[('soare', '20010', 9), ('butch', '01100', 1), ('strut', '22222', 1)]	3
burnt	[('soare', '00010', 57), ('glint', '00022', 2), ('aargh', '00200', 1), ('burnt', '22222', 1)]	4
tulip	[('soare', '00000', 183), ('clint', '01101', 2), ('aahed', '00000', 1), ('tulip', '22222', 1)]	4
crick	[('soare', '00010', 57), ('glint', '00200', 5), ('bacca', '00120', 1), ('crick', '22222', 1)]	4
idyll	[('soare', '00000', 183), ('clint', '01100', 14), ('muled', '00101', 1), ('idyll', '22222', 1)]	4
vixen	[('soare', '00001', 120), ('denet', '00120', 5), ('agila', '00100', 1), ('vixen', '22222', 1)]	4
furor	[('soare', '01010', 59), ('cutin', '02000', 4), ('farer', '20202', 1), ('furor', '22222', 1)]	4
geeky	[('soare', '00001', 120), ('denet', '02010', 4), ('abaca', '00000', 1), ('geeky', '22222', 1)]	4
cough	[('soare', '02000', 87), ('culty', '21000', 2), ('aargh', '00022', 1), ('cough', '22222', 1)]	4
naive	[('soare', '00102', 40), ('gault', '02000', 7), ('amnic', '10110', 1), ('naive', '22222', 1)]	4
shoal	[('soare', '21100', 4), ('ablow', '10110', 1), ('shoal', '22222', 1)]	3
stork	[('soare', '21020', 10), ('nicht', '00001', 3), ('abysm', '00010', 1), ('stork', '22222', 1)]	4
bathe	[('soare', '00102', 40), ('gault', '02001', 1), ('bathe', '22222', 1)]	3
aunty	[('soare', '00100', 138), ('clint', '00011', 3), ('aahed', '20000', 1), ('aunty', '22222', 1)]	4
check	[('soare', '00001', 120), ('denet', '01000', 5), ('ahold', '02000', 1), ('check', '22222', 1)]	4
prime	[('soare', '00012', 39), ('pudic', '20010', 2), ('abamp', '00021', 1), ('prime', '22222', 1)]	4
brass	[('soare', '10210', 7), ('bachs', '21002', 1), ('brass', '22222', 1)]	3
outer	[('soare', '01011', 13), ('trued', '11120', 1), ('outer', '22222', 1)]	3
furry	[('soare', '00020', 13), ('fitch', '20000', 1), ('furry', '22222', 1)]	3
razor	[('soare', '01110', 27), ('maron', '02120', 5), ('alvar', '10002', 1), ('razor', '22222', 1)]	4
elect	[('soare', '00001', 120), ('denet', '01012', 2), ('aalii', '00100', 1), ('elect', '22222', 1)]	4
evict	[('soare', '00001', 120), ('denet', '01002', 5), ('agila', '00200', 1), ('evict', '22222', 1)]	4
imply	[('soare', '00000', 183), ('clint', '01100', 14), ('muled', '10100', 1), ('imply', '22222', 1)]	4
demur	[('soare', '00011', 117), ('direr', '20012', 1), ('demur', '22222', 1)]	3
quota	[('soare', '01100', 44), ('cloot', '00201', 1), ('quota', '22222', 1)]	3
haven	[('soare', '00101', 68), ('canal', '02100', 4), ('aitch', '10001', 1), ('haven', '22222', 1)]	4
cavil	[('soare', '00100', 138), ('clint', '21100', 1), ('cavil', '22222', 1)]	3
swear	[('soare', '20111', 6), ('enmew', '10001', 1), ('swear', '22222', 1)]	3
crump	[('soare', '00010', 57), ('glint', '00000', 5), ('abram', '00101', 1), ('crump', '22222', 1)]	4
dough	[('soare', '02000', 87), ('culty', '01000', 8), ('bumph', '01002', 1), ('dough', '22222', 1)]	4
gavel	[('soare', '00101', 68), ('canal', '02002', 5), ('baghs', '02100', 1), ('gavel', '22222', 1)]	4
wagon	[('soare', '01100', 44), ('cloot', '00020', 5), ('aboon', '10022', 1), ('wagon', '22222', 1)]	4
salon	[('soare', '21100', 4), ('ablow', '10220', 1), ('salon', '22222', 1)]	3
nudge	[('soare', '00002', 79), ('guilt', '12000', 5), ('aband', '00011', 1), ('nudge', '22222', 1)]	4
harem	[('soare', '00111', 61), ('talar', '02001', 3), ('abeam', '10102', 1), ('harem', '22222', 1)]	4
pitch	[('soare', '00000', 183), ('clint', '10101', 5), ('hyped', '10100', 1), ('pitch', '22222', 1)]	4
sworn	[('soare', '21020', 10), ('nicht', '10000', 1), ('sworn', '22222', 1)]	3
pupil	[('soare', '00000', 183), ('clint', '01100', 14), ('muled', '02100', 1), ('pupil', '22222', 1)]	4
excel	[('soare', '00001', 120), ('denet', '01020', 5), ('acerb', '01100', 1), ('excel', '22222', 1)]	4
stony	[('soare', '21000', 37), ('cloot', '00201', 2), ('abamp', '00000', 1), ('stony', '22222', 1)]	4
cabin	[('soare', '00100', 138), ('clint', '20110', 1), ('cabin', '22222', 1)]	3
unzip	[('soare', '00000', 183), ('clint', '00110', 8), ('dampy', '00010', 1), ('unzip', '22222', 1)]	4
queen	[('soare', '00001', 120), ('denet', '01120', 2), ('aalii', '00000', 1), ('queen', '22222', 1)]	4
trout	[('soare', '01010', 59), ('cutin', '01100', 2), ('aargh', '00100', 1), ('trout', '22222', 1)]	4
polyp	[('soare', '02000', 87), ('culty', '00201', 1), ('polyp', '22222', 1)]	3
earth	[('soare', '00111', 61), ('talar', '12001', 1), ('earth', '22222', 1)]	3
storm	[('soare', '21020', 10), ('nicht', '00001', 3), ('abysm', '00012', 1), ('storm', '22222', 1)]	4
until	[('soare', '00000', 183), ('clint', '01111', 1), ('until', '22222', 1)]	3
taper	[('soare', '00111', 61), ('talar', '22002', 3), ('abamp', '10001', 1), ('taper', '22222', 1)]	4
enter	[('soare', '00011', 117), ('direr', '00022', 21), ('butyl', '00200', 2), ('abamp', '00000', 1), ('enter', '22222', 1)]	5
child	[('soare', '00000', 183), ('clint', '21200', 3), ('aduki', '01001', 1), ('child', '22222', 1)]	4
adopt	[('soare', '01100', 44), ('cloot', '00202', 2), ('aahed', '20001', 1), ('adopt', '22222', 1)]	4
minor	[('soare', '01010', 59), ('cutin', '00011', 3), ('abmho', '00101', 1), ('minor', '22222', 1)]	4
fatty	[('soare', '00100', 138), ('clint', '00001', 7), ('flubs', '20000', 1), ('fatty', '22222', 1)]	4
husky	[('soare', '10000', 33), ('hists', '20200', 1), ('husky', '22222', 1)]	3
brave	[('soare', '00212', 19), ('diact', '00200', 6), ('abamp', '01200', 2), ('abaka', '01200', 1), ('brave', '22222', 1)]	5
filet	[('soare', '00001', 120), ('denet', '00022', 2), ('aalii', '00210', 1), ('filet', '22222', 1)]	4
slime	[('soare', '20002', 23), ('pling', '02200', 3), ('ached', '00010', 1), ('slime', '22222', 1)]	4
glint	[('soare', '00000', 183), ('clint', '02222', 2), ('aargh', '00010', 1), ('glint', '22222', 1)]	4
tread	[('soare', '00111', 61), ('talar', '20021', 2), ('aahed', '10012', 1), ('tread', '22222', 1)]	4
steal	[('soare', '20101', 9), ('knelt', '00211', 1), ('steal', '22222', 1)]	3
regal	[('soare', '00111', 61), ('talar', '00121', 3), ('aargh', '10110', 1), ('regal', '22222', 1)]	4
guest	[('soare', '10001', 19), ('uneth', '10210', 2), ('aargh', '00010', 1), ('guest', '22222', 1)]	4
every	[('soare', '00021', 14), ('feted', '01010', 1), ('every', '22222', 1)]	3
murky	[('soare', '00010', 57), ('glint', '00000', 5), ('abram', '00201', 1), ('murky', '22222', 1)]	4
share	[('soare', '20222', 5), ('chapt', '02200', 1), ('share', '22222', 1)]	3
spore	[('soare', '21022', 6), ('cwtch', '00000', 2), ('abamp', '00001', 1), ('spore', '22222', 1)]	4
hoist	[('soare', '12000', 15), ('fubsy', '00020', 3), ('abmho', '00011', 1), ('hoist', '22222', 1)]	4
buxom	[('soare', '01000', 56), ('clint', '00000', 4), ('agism', '00002', 1), ('buxom', '22222', 1)]	4
inner	[('soare', '00011', 117), ('direr', '01022', 5), ('aleft', '00100', 1), ('inner', '22222', 1)]	4
otter	[('soare', '01011', 13), ('trued', '11020', 2), ('aahed', '00020', 1), ('otter', '22222', 1)]	4
dimly	[('soare', '00000', 183), ('clint', '01100', 14), ('muled', '10101', 1), ('dimly', '22222', 1)]	4
level	[('soare', '00001', 120), ('denet', '02020', 4), ('bavin', '00200', 1), ('level', '22222', 1)]	4
sumac	[('soare', '20100', 19), ('dault', '01100', 1), ('sumac', '22222', 1)]	3
donut	[('soare', '02000', 87), ('culty', '01010', 4), ('aband', '00011', 1), ('donut', '22222', 1)]	4
stilt	[('soare', '20000', 63), ('thilk', '10220', 3), ('ampul', '00001', 1), ('stilt', '22222', 1)]	4
arena	[('soare', '00111', 61), ('talar', '01011', 1), ('arena', '22222', 1)]	3
sheet	[('soare', '20001', 35), ('clipt', '00002', 2), ('aahed', '00120', 1), ('sheet', '22222', 1)]	4
scrub	[('soare', '20010', 9), ('butch', '11010', 1), ('scrub', '22222', 1)]	3
fancy	[('soare', '00100', 138), ('clint', '10010', 1), ('fancy', '22222', 1)]	3
slimy	[('soare', '20000', 63), ('thilk', '00210', 2), ('aargh', '00000', 1), ('slimy', '22222', 1)]	4
pearl	[('soare', '00221', 9), ('lathy', '11000', 1), ('pearl', '22222', 1)]	3
silly	[('soare', '20000', 63), ('thilk', '00120', 1), ('silly', '22222', 1)]	3
porch	[('soare', '02010', 26), ('cyton', '10010', 1), ('porch', '22222', 1)]	3
dingo	[('soare', '01000', 56), ('clint', '00110', 3), ('abbas', '00000', 1), ('dingo', '22222', 1)]	4
sepia	[('soare', '20101', 9), ('knelt', '00100', 1), ('sepia', '22222', 1)]	3
amble	[('soare', '00102', 40), ('gault', '01020', 4), ('abamp', '21010', 1), ('amble', '22222', 1)]	4
shady	[('soare', '20200', 41), ('thilk', '02000', 1), ('shady', '22222', 1)]	3
bread	[('soare', '00111', 61), ('talar', '00021', 11), ('becke', '21000', 1), ('bread', '22222', 1)]	4
friar	[('soare', '00110', 42), ('riyal', '11020', 3), ('abaft', '10010', 1), ('friar', '22222', 1)]	4
reign	[('soare', '00011', 117), ('direr', '01110', 4), ('acmic', '00010', 1), ('reign', '22222', 1)]	4
dairy	[('soare', '00120', 11), ('machi', '02001', 2), ('aahed', '02001', 1), ('dairy', '22222', 1)]	4
quill	[('soare', '00000', 183), ('clint', '01200', 3), ('aband', '00000', 1), ('quill', '22222', 1)]	4
cross	[('soare', '11010', 5), ('acids', '01002', 1), ('cross', '22222', 1)]	3
brood	[('soare', '01010', 59), ('cutin', '00000', 12), ('gloop', '00220', 3), ('adeem', '01000', 1), ('brood', '22222', 1)]	5
tuber	[('soare', '00011', 117), ('direr', '00022', 21), ('butyl', '12100', 1), ('tuber', '22222', 1)]	4
shear	[('soare', '20111', 6), ('enmew', '10000', 2), ('aahed', '10110', 1), ('shear', '22222', 1)]	4
posit	[('soare', '12000', 15), ('fubsy', '00010', 1), ('posit', '22222', 1)]	3
blank	[('soare', '00200', 40), ('clink', '02022', 3), ('abaft', '01200', 1), ('blank', '22222', 1)]	4
villa	[('soare', '00100', 138), ('clint', '01100', 2), ('aahed', '10000', 1), ('villa', '22222', 1)]	4
shank	[('soare', '20200', 41), ('thilk', '02002', 2), ('abaca', '00200', 1), ('shank', '22222', 1)]	4
piggy	[('soare', '00000', 183), ('clint', '00100', 10), ('fudgy', '00022', 1), ('piggy', '22222', 1)]	4
